crd_number,sec_number,name,other_names,registration_status,registration_begin_date,firm_size,firm_type,formed_state,formed_date,phone,finra_approved_registration_count,number_of_branches,branch_locations_count,disclosures_count,street,city,state,zip_code,country,latitude,longitude,matched_from_name,match_confidence,phase,scraped_at
332335,71276,"HAVERKAMP INVESTMENTS, INC.","HAVERKAMP INVESTMENTS, INC.",Approved,02/28/2025,Small,Corporation,Iowa,06/18/2024,515-255-1201,1,1,1,0,510 S 17TH ST,AMES,IA,50010,UNITED STATES,,,"HAVERKAMP INVESTMENTS, INC.",1.0,3,2026-04-02T02:00:55.565836
42072,49696,HAYWOOD SECURITIES (USA) INC.,HAYWOOD (USA) SECURITIES INC.|HAYWOOD SECURITIES (USA) INC.,Approved,10/28/1997,Small,Corporation,,09/20/1996,604-697-7400,1,0,1,3,200 BURRARD ST,"VANCOUVER, BC",,V6C 3L6,CANADA,,,HAYWOOD SECURITIES (USA) INC.,1.0,3,2026-04-02T01:50:42.279647
2048,13942,"HAZARD & SIEGEL, INC.","HAZARD & SIEGEL, INC.",Approved,06/16/1967,Small,Corporation,New York,06/15/1971,(315) 414-0722,1,19,1,0,5793 WIDEWATERS PARKWAY,DEWITT,NY,13214,UNITED STATES,,,"HAZARD & SIEGEL, INC.",1.0,3,2026-04-02T01:46:22.334153
396,17737,"HAZLETT, BURT & WATSON, INC.","HAZLETT, BURT & WATSON, INC.|SECURITY CAPITAL MANAGEMENT",Approved,06/15/1945,Small,Corporation,West Virginia,09/06/1973,304-233-3312,1,14,1,3,1300 CHAPLINE STREET,WHEELING,WV,26003,UNITED STATES,,,"HAZLETT, BURT & WATSON, INC.",1.0,3,2026-04-02T01:46:02.188986
107690,53051,HBK SORCE BROKERAGE LLC,HBK BROKERAGE SERVICES LLC|HBK SORCE BROKERAGE LLC,Approved,03/21/2001,Small,Limited Liability Company,Ohio,06/05/2000,330 758-0428,1,3,1,0,6603 SUMMIT DRIVE,CANFIELD,OH,44406,USA,,,HBK SORCE BROKERAGE LLC,1.0,3,2026-04-02T01:52:05.278302
16861,34645,"HCC SECURITIES GROUP, INC","HCC SECURITIES GROUP, INC|PARK CITY CAPITAL, INC.",Approved,04/07/1987,Small,Corporation,Delaware,02/08/1985,215 517-5700,1,2,1,3,261 OLD YORK RD # 823A,JENKINTOWN (MONTGOMERY),PA,19046,UNITED STATES,,,"HCC SECURITIES GROUP, INC",1.0,3,2026-04-02T01:48:07.432524
288960,69969,"HEADLANDS TECHNOLOGIES SECURITIES, LLC","HEADLANDS TECHNOLOGIES SECURITIES, LLC",Approved,06/06/2024,Small,Limited Liability Company,Delaware,05/08/2017,312-601-8774,1,4,2,0,110 N. WACKER DRIVE,CHICAGO,IL,60606,USA,,,"HEADLANDS TECHNOLOGIES SECURITIES, LLC",1.0,3,2026-04-02T01:58:06.905705
36026,46981,HEALTHCARE COMMUNITY SECURITIES CORP.,HANYS BENEFIT SERVICES|TRUEPLAN BENEFIT AND RETIREMENT ADVISORS|STRATEGIC BENEFIT SERVICES|HEALTHCARE COMMUNITY SECURITIES CORPORATION|HEALTHCARE COMMUNITY SECURITIES CORP.,Approved,12/01/1994,Small,Corporation,New York,07/21/1993,518-431-7600,1,10,1,1,ONE EMPIRE DRIVE,RENSSELAER,NY,12144,UNITED STATES,,,HEALTHCARE COMMUNITY SECURITIES CORP.,1.0,3,2026-04-02T01:49:49.766276
317250,70914,HEDGE PRO,HEDGE PRO|HEDGE PRO LLC,Approved,01/27/2023,Small,Limited Liability Company,Delaware,10/05/2021,404-649-4674,1,2,1,0,125 TOWNPARK DRIVE,KENNESAW,GA,30179,UNITED STATES,,,HEDGE PRO,1.0,3,2026-04-02T01:59:52.541809
121136,65385,HEDGEBAY SECURITIES LLC,"CENTRE CAPITAL ADVISORS, LLC|HEDGEBAY SECURITIES LLC",Approved,11/20/2002,Small,Limited Liability Company,Delaware,11/26/2001,203-227-9588,1,2,1,0,62 POST ROAD WEST,WESTPORT,CT,06880,,,,HEDGEBAY SECURITIES LLC,1.0,3,2026-04-02T01:52:37.462869
142498,67470,"HEDGECO SECURITIES, LLC","DMK SECURITIES, LLC|MADISONGREY SECURITIES, LLC|HEDGECO SECURITIES, LLC",Approved,01/25/2007,Small,Limited Liability Company,Delaware,08/15/2006,561-835-8690,1,2,1,0,105 NARCISSUS AVENUE,WEST PALM BEACH,FL,33401-5322,USA,,,"HEDGECO SECURITIES, LLC",1.0,3,2026-04-02T01:54:27.867365
164503,69106,HEDGEMARK SECURITIES LLC,HEDGEMARK SECURITIES LLC,Approved,01/02/2013,Small,Limited Liability Company,Delaware,05/24/2011,212-888-1300,1,2,1,0,300 PARK AVENUE,NEW YORK,NY,10022,USA,,,HEDGEMARK SECURITIES LLC,1.0,3,2026-04-02T01:56:37.789242
154725,68668,HEDGESERV INVESTMENT SERVICES LLC,HEDGESERV INVESTMENT SERVICES LLC,Approved,04/19/2011,Small,Limited Liability Company,Delaware,04/22/2010,646-829-0373,1,2,1,0,8081 ARCO CORPORATE DRIVE,RALEIGH,NC,27617,USA,,,HEDGESERV INVESTMENT SERVICES LLC,1.0,3,2026-04-02T01:55:58.781340
330096,71212,"HEG SECURITIES, LLC","HEG SECURITIES, LLC",Approved,09/23/2024,Small,Limited Liability Company,Delaware,11/29/2023,203-971-0730,1,2,1,0,660 STEAMBOAT ROAD,GREENWICH,CT,06830,UNITED STATES,,,"HEG SECURITIES, LLC",1.0,3,2026-04-02T02:00:48.655041
150659,68277,HEIGHT CAPITAL MARKETS,"HEIGHT CAPITAL MARKETS|HEIGHT SECURITIES, LLC",Approved,04/06/2010,Small,Limited Liability Company,Delaware,05/22/2009,202 629-0015,1,2,2,0,1401 NEW YORK AVENUE NW,WASHINGTON,DC,20005,,,,HEIGHT CAPITAL MARKETS,1.0,3,2026-04-02T01:55:27.632153
38993,48500,"HEIM, YOUNG & ASSOCIATES, INC.","HEIM & YOUNG SECURITIES, INC.|MABS INSURANCE SOLUTIONS|MA BROKERAGE SOLUTIONS|HEIM, YOUNG & ASSOCIATES, INC.",Approved,12/21/1995,Small,Corporation,Missouri,07/07/1995,417-882-7283,1,5,1,0,1256 E. KINGSLEY ST,SPRINGFIELD,MO,65804-7211,UNITED STATES,,,"HEIM, YOUNG & ASSOCIATES, INC.",1.0,3,2026-04-02T01:50:15.560509
13620,29393,HEITMAN SECURITIES LLC,HEITMAN SECURITIES CORPORATION|HEITMAN SECURITIES LLC,Approved,02/09/1984,Small,Limited Liability Company,Delaware,12/30/1998,312-855-5700,1,2,1,0,110 N. WACKER DRIVE,CHICAGO,IL,60606,UNITED STATES,,,HEITMAN SECURITIES LLC,1.0,3,2026-04-02T01:47:36.825357
131453,66463,HENLEY & COMPANY LLC,HENLEY & COMPANY LLC,Approved,09/22/2004,Small,Limited Liability Company,New York,03/30/2004,(516) 794-5520,1,5,1,0,506 RXR PLAZA,UNIONDALE,NY,11556,USA,,,HENLEY & COMPANY LLC,1.0,3,2026-04-02T01:53:27.907326
153034,68498,HENNEPIN PARTNERS LLC,HENNEPIN PARTNERS|QUETICO PARTNERS LLC|ITASCA PARTNERS LLC|HENNEPIN PARTNERS LLC,Approved,11/17/2010,Small,Limited Liability Company,Minnesota,01/27/2009,612-259-4990,1,2,1,0,650 3RD AVE S.,MINNEAPOLIS,MN,55402,USA,,,HENNEPIN PARTNERS LLC,1.0,3,2026-04-02T01:55:44.711053
25766,41988,"HENNION & WALSH, INC.","HENNION & WALSH, INC.|NORI, HENNION, WALSH, INC.",Approved,01/25/1990,Small,Corporation,New Jersey,10/24/1989,973-299-8989,1,3,1,18,2001 ROUTE 46,PARSIPPANY,NJ,07054-1018,UNITED STATES,,,"HENNION & WALSH, INC.",1.0,3,2026-04-02T01:48:54.532964
306152,70482,HENRIES SECURITIES,HENRIES & CO|RHODA AND CO LLC|HENRIES SECURITIES,Approved,07/26/2021,Small,Limited Liability Company,New York,09/26/2019,917-225-0390,1,2,1,0,1667 SAINT MARKS AVENUE,BROOKLYN,NY,11233,UNITED STATES,,,HENRIES SECURITIES,1.0,3,2026-04-02T01:59:02.721465
3420,3315,"HERBERT J. SIMS & CO, INC.","HERBERT .J SIMS & CO, INC.|HERBERT J. SIMS & CO. INC.|HERBERT J. SIMS & CO, INC.",Approved,03/19/1946,Small,Corporation,Delaware,12/12/2012,203-418-9000,1,13,1,10,2150 POST ROAD,FAIRFIELD,CT,06824,UNITED STATES,,,"HERBERT J. SIMS & CO, INC.",1.0,3,2026-04-02T01:46:34.038308
44053,50519,"HERITAGE CAPITAL GROUP, INC.","HERITAGE CAPITAL GROUP, INC.",Approved,12/10/1998,Small,Corporation,Florida,11/02/1977,904-354-9600,1,3,1,0,5210 BELFORT RD.,JACKSONVILLE,FL,32256,UNITED STATES,,,"HERITAGE CAPITAL GROUP, INC.",1.0,3,2026-04-02T01:51:01.088120
133019,66670,"HERITAGE FINANCIAL SYSTEMS, LLC","HERITAGE FINANCIAL SYSTEMS, INC.|HERITAGE FINANCIAL SYSTEMS, LLC",Approved,03/16/2005,Small,Limited Liability Company,Pennsylvania,01/01/1999,610-889-2066,1,2,1,1,5 GREAT VALLEY PARKWAY,MALVERN,PA,19355,USA,,,"HERITAGE FINANCIAL SYSTEMS, LLC",1.0,3,2026-04-02T01:53:39.231028
44971,50912,"HERNDON PLANT OAKLEY, LTD.","AMERICAN INVESTMENT SERVICES|HERNDON PLANT OAKLEY, LTD.|HERNDON PLANT OAKLEY LTD",Approved,08/21/1998,Small,Partnership,Texas,01/07/1998,361-888-7611,1,5,1,0,800 NORTH SHORELINE BLVD.,CORPUS CHRISTI,TX,78401,UNITED STATES,,,"HERNDON PLANT OAKLEY, LTD.",1.0,3,2026-04-02T01:51:07.991394
30996,45285,"HEROLD & LANTERN INVESTMENTS, INC.","HEROLD & LANTERN INVESTMENTS, INC.|LANTERN INVESTMENTS, INC.",Approved,06/24/1993,Small,Corporation,Delaware,08/28/1992,(631) 454-2000,1,10,1,1,35 PINELAWN ROAD,MELVILLE,NY,11747,UNITED STATES,,,"HEROLD & LANTERN INVESTMENTS, INC.",1.0,3,2026-04-02T01:49:26.963045
304127,70348,"HEWLETT POINT SECURITIES, LLC","HEWLETT POINT CAPITAL, LLC|HEWLETT POINT SECURITIES, LLC",Approved,10/28/2021,Small,Limited Liability Company,Florida,01/04/2021,561-802-0741,1,2,1,0,3932 BADEN DRIVE,HOLIDAY,FL,34691,UNITED STATES,,,"HEWLETT POINT SECURITIES, LLC",1.0,3,2026-04-02T01:58:51.020333
34040,46198,HEXT CAPITAL PARTNERS LLC,"CJS GROUP, INC.|WHITEROCK CAPITAL GROUP, INC|WHITE ROCK ASSOCIATES LLC|WHITE ROCK ADVISORS, LLC|SOUTHWEST MERCHANT GROUP, INC.|SOUTHWEST MERCHANT GROUP INVESTMENT ADVISORS|HEXT CAPITAL PARTNERS LLC|HEXT CAPITAL GROUP INC",Approved,04/15/1994,Small,Limited Liability Company,Texas,04/04/1994,214-535-1573,1,2,1,1,"5001 SPRING VALLEY ROAD, SUITE 850W",DALLAS,TX,75244,UNITED STATES,,,HEXT CAPITAL PARTNERS LLC,1.0,3,2026-04-02T01:49:37.760173
148868,68080,"HGP SECURITIES, LLC","HEALTHCARE GROWTH PARTNERS, LLC|HGP SECURITIES, LLC",Approved,09/22/2009,Small,Limited Liability Company,Delaware,04/09/2008,312 445-8750,1,2,1,0,2001 KIRBY DRIVE,HOUSTON,TX,77019,USA,,,"HGP SECURITIES, LLC",1.0,3,2026-04-02T01:55:15.631051
331954,71259,HIDDEN ROAD PARTNERS CIV US LLC,HIDDEN ROAD PARTNERS CIV US LLC|RIPPLE PRIME,Approved,04/02/2025,Small,Limited Liability Company,Delaware,10/04/2018,646-834-5623,1,8,1,0,10 EAST 40TH STREET,NEW YORK,NY,10016,UNITED STATES,,,HIDDEN ROAD PARTNERS CIV US LLC,1.0,3,2026-04-02T02:00:54.665001
335402,71338,HIGGINBOTHAM SECURITIES,HIGGINBOTHAM SECURITIES|HIGGINBOTHAM SECURITIES LLC,Approved,07/09/2025,Small,Limited Liability Company,Texas,01/21/2025,713-952-9990,1,2,1,0,4424 WEST SAM HOUSTON PKWY N,HOUSTON,TX,77041,UNITED STATES,,,HIGGINBOTHAM SECURITIES,1.0,3,2026-04-02T02:01:08.265401
39985,48921,"HIGGINS CAPITAL MANAGEMENT, INC.","HIGGINS CAPITAL MANAGEMENT, INC.|HIGGINS INSTITUTIONAL RESOURCES, INC.",Approved,02/18/1997,Small,Corporation,California,05/06/1995,800-716-6510,1,3,1,0,2223 AVENIDA DE LA PLAYA STE. 210,LA JOLLA,CA,92037-3218,UNITED STATES,,,"HIGGINS CAPITAL MANAGEMENT, INC.",1.0,3,2026-04-02T01:50:25.469899
328523,71177,"HIGH HILL SECURITIES, LLC","HIGH HILL SECURITIES LLC|HIGH HILL SECURITIES, LLC",Approved,06/11/2025,Small,Limited Liability Company,Delaware,10/23/2023,404-272-2325,1,2,1,0,1041 RUTH'S WAY,GREENSBORO,GA,30642,UNITED STATES,,,"HIGH HILL SECURITIES, LLC",1.0,3,2026-04-02T02:00:39.955726
116681,53560,"HIGHTOWER SECURITIES, LLC","CCM EQUITIES, LLC|UNITED FIDUCIARY SECURITIES, LLC|HIGHTOWER SECURITIES, LLC",Approved,03/27/2002,Large,Limited Liability Company,Illinois,06/28/2001,312-962-3800,1,69,1,6,200 WEST MADISON STREET,CHICAGO,IL,60606-3414,USA,,,"HIGHTOWER SECURITIES, LLC",1.0,3,2026-04-02T01:52:21.146484
309938,70561,HIGHWOOD SECURITIES LLC,HIGHWOOD SECURITIES LLC,Approved,04/29/2021,Small,Limited Liability Company,New York,08/13/2019,516-497-0300,1,2,1,0,62 OAK HILL DRIVE,OYSTER BAY,NY,11771,UNITED STATES,,,HIGHWOOD SECURITIES LLC,1.0,3,2026-04-02T01:59:16.219982
316580,70806,HIIVE MARKETS LIMITED,HIIVE MARKETS LIMITED,Approved,04/22/2022,Small,Corporation,,08/19/2021,604-200-2405,1,0,1,0,700 - 980 HOWE STREET,"VANCOUVER, BC",,V6Z 0C8,CANADA,,,HIIVE MARKETS LIMITED,1.0,3,2026-04-02T01:59:49.844214
282060,69699,"HILCO CORPORATE FINANCE, LLC","HILCO CORPORATE FINANCE, LLC",Approved,08/18/2016,Small,Limited Liability Company,Delaware,03/09/2015,(847)-504-3270,1,3,1,0,401 N. MICHIGAN AVENUE,CHICAGO,IL,60611,USA,,,"HILCO CORPORATE FINANCE, LLC",1.0,3,2026-04-02T01:57:38.396998
6220,45123,HILLTOP SECURITIES INC.,"HILLTOP SECURITIES INC.|SWS SECURITIES, INC.|SWS SECURITIES INC.|SOUTHWEST SECURITIES, INC.",Approved,05/30/1972,Large,Corporation,Delaware,12/31/1991,214-953-4000,1,86,3,78,717 N. HARWOOD STREET,DALLAS,TX,75201,UNITED STATES,,,HILLTOP SECURITIES INC.,1.0,3,2026-04-02T01:46:47.847757
307454,70498,HILLWORTH BANK PARTNERS,"HILLWORTH BANK PARTNERS|HILLWORTH SECURITIES, LLC",Approved,01/04/2022,Small,Limited Liability Company,Delaware,01/21/2020,512-575-2266,1,2,1,0,"3307 NORTHLAND DRIVE,",AUSTIN,TX,78731,UNITED STATES,,,HILLWORTH BANK PARTNERS,1.0,3,2026-04-02T01:59:08.436145
128145,66096,HINES PRIVATE WEALTH SOLUTIONS LLC,"HINES PRIVATE WEALTH SOLUTIONS LLC|HINES SECURITIES, INC.|HINES REAL ESTATE SECURITIES, INC.|HINES REAL ESTATE INVESTMENTS, INC.",Approved,01/08/2004,Small,Limited Liability Company,Delaware,03/28/2024,888-446-3773,1,4,1,1,845 TEXAS AVENUE,HOUSTON,TX,77002,USA,,,HINES PRIVATE WEALTH SOLUTIONS LLC,1.0,3,2026-04-02T01:53:08.453641
325528,71088,"HMP CAPITAL, LLC","HARNEY CAPITAL, LLC|HMP CAPITAL, LLC",Approved,02/20/2025,Small,Limited Liability Company,Delaware,02/17/2023,8476912587,1,2,1,0,1211 W. 22ND STREET,OAK BROOK,IL,60523,UNITED STATES,,,"HMP CAPITAL, LLC",1.0,3,2026-04-02T02:00:26.762556
131848,66518,"HODES WEILL SECURITIES, LLC","HODES WEILL SECURITIES, LLC|JAPANWORKS CAPITAL, LLC",Approved,11/16/2004,Small,Limited Liability Company,Utah,12/28/1999,212 542 5977,1,2,1,1,825 THIRD AVE,NEW YORK,NY,10022,,,,"HODES WEILL SECURITIES, LLC",1.0,3,2026-04-02T01:53:29.329183
151864,68404,HOLD BROTHERS CAPITAL LLC,HOLD BROTHERS CAPITAL LLC,Approved,07/20/2016,Small,Limited Liability Company,New Jersey,05/04/2009,212-792-0900,1,2,1,3,ONE PENNSYLVANIA PLAZA,NEW YORK,NY,10119-1510,USA,,,HOLD BROTHERS CAPITAL LLC,1.0,3,2026-04-02T01:55:37.207566
46001,51285,"HOLISTIC BROKERAGE, LLC","ADCAP SECURITIES LLC|LAKE FOREST SECURITIES, LLC|LAKE FOREST SECURITIES LLC|HOLISTIC BROKERAGE, LLC",Approved,03/16/1999,Small,Limited Liability Company,Illinois,08/28/1998,305-374-1177,1,2,1,3,800 BRICKELL AVE,MIAMI,FL,33131,UNITED STATES,,,"HOLISTIC BROKERAGE, LLC",1.0,3,2026-04-02T01:51:15.428513
173366,69538,"HOLLISTER ASSOCIATES, LLC","HOLLISTER ASSOCIATES, LLC",Approved,04/08/2015,Small,Limited Liability Company,South Carolina,09/09/2014,401-465-3080,1,14,1,0,257 RIVER OAK DRIVE,MOUNT PLEASANT,SC,29464,US,,,"HOLLISTER ASSOCIATES, LLC",1.0,3,2026-04-02T01:57:18.894357
14716,31049,"HOME FINANCIAL SERVICES, INC.","HOME FINANCIAL SERVICES, INC.",Approved,01/02/1985,Small,Corporation,Tennessee,12/01/1983,(865) 544-3890,1,2,1,2,507 MARKET STREET,KNOXVILLE,TN,37902,UNITED STATES,,,"HOME FINANCIAL SERVICES, INC.",1.0,3,2026-04-02T01:47:47.023358
26643,42682,HOMESTEAD FINANCIAL SERVICES CORP.,HOMESTEAD FINANCIAL SERVICES CORP.|RE INVESTMENT CORPORATION,Approved,11/05/1990,Small,Corporation,Virginia,05/02/1990,703-907-5903,1,2,1,1,4301 WILSON BOULEVARD,ARLINGTON,VA,22203,USA,,,HOMESTEAD FINANCIAL SERVICES CORP.,1.0,3,2026-04-02T01:49:01.740270
285387,69838,"HONEY BADGER INVESTMENT SECURITIES, LLC","HONEY BADGER INVESTMENT SECURITIES, LLC",Approved,04/11/2017,Small,Limited Liability Company,Delaware,04/13/2016,949-251-5000,1,3,1,0,30 CORPORATE PARK SUITE 410,IRVINE,CA,92606,,,,"HONEY BADGER INVESTMENT SECURITIES, LLC",1.0,3,2026-04-02T01:57:53.700290
294271,70107,"HOOPOE CAPITAL MARKETS, LLC","HOOPOE CAPITAL MARKETS, LLC|HOOPOE CAPITAL SECURITIES, LLC",Approved,12/20/2018,Small,Limited Liability Company,Delaware,03/14/2018,617-429-3237,1,2,1,1,603 MASSACHUSETTS AVENUE,BOSTON,MA,02118,UNITED STATES,,,"HOOPOE CAPITAL MARKETS, LLC",1.0,3,2026-04-02T01:58:23.107132
11643,6082,"HORACE MANN INVESTORS, INC.","AARON RARICK AGENCY EAST|SEEDMIN FINANCIAL SERVICES, INC.|SECURE INSURANCE AGENCY|SEAN STEPHENS AGENCY|SEAN O'BRIEN AGENCY|SCHOOL EMPLOYEES INSURANCE AND FINANCIAL SOLUTIONS|SCHOOL EMPLOYEES INSURANCE & FINANCIAL SERVICES, LLC|SANKEY INSURANCE AND FINANCIAL SERVICES, INC.|SANKEY INSURANCE AND FINANCIAL SERVICES SOUTHEAST, INC.|RYAN HOFER AGENCY|ROPER INSURANCE & FINANCIAL SERVICES|RON BAUER INSURANCE AGENCY|REITER INSURANCE, LLC|REITER INSURANCE RESOURCES, LLC|POTTS FINANCIAL SERVICES INC|PEE DEE EDUCATORS INSURANCE AGENCY, TOO|PEE DEE EDUCATORS INSURANCE AGENCY, III|PEE DEE EDUCATORS INSURANCE AGENCY|PAUL KRAKLAN AGENCY LLC|ORR INSURANCE & FINANCIAL SERVICES INC|OLD TOWN INSURANCE AND FINANCIAL SERVICES|NUCKLES FINANCIAL|NEXT GENERATION FINANCIAL AND INSURANCE SOLUTIONS, INC.|MORGAN INSURANCE & FINANCIAL SERVICES|MITCHELL CHATFIELD AGENCY|MILL COLEMAN II AGENCY, LLC|MIDLANDS EDUCATOR'S INSURANCE, INC.|MCDOWELL INSURANCE & FINANCIAL SERVICES, INC.|MATTHEW JODINO AGENCY|MARK G ANDERSON INSURANCE AGENCY, INC.|MANASOTA ELITE EDUCATORS INSURANCE, LLC|MAIN LINE FINANCIAL SOLUTIONS|M&L INSURANCE & FINANCIAL SERVICES|LISA BUSSIERE, LLC.|LERMAN INSURANCE AND FINANCIAL SERVICES, INC.|LEON STURK LLC|LARROW INSURANCE LLC|LARROW INSURANCE AND FINANCIAL STRATEGIES|LARROW INSURANCE & FINANCIAL STRATEGIES, LLC EAST|LANGFORD INSURANCE & FINANCIAL SERVICES|LADY INSURANCE AND FINANCIAL SERVICES, LLC|KEVIN MCCARTHY AGENCY|KEITH BROOKS AGENCY|K SCHEIDING AGENCY|JOSHUA TREE INSURANCE AND FINANCIAL SERVICES, LLC|JIM NICOLOW AGENCY|JASON L. ROHRER AGENCY|JACKSON FINANCIAL, LLC|HUNT INSURANCE AGENCY, LLC|HORACE MANN INVESTORS, INC.|HORACE MANN INVESTORS INC|HELIX INSURANCE AND FINANCIAL SERVICES, LLC|HAGEMAN FAMILY INSURANCE|GULF COAST EDUCATORS INSURANCE|GULF COAST EDUCATORS III|GSP AGENCY|GRETCHEN REHM AGENCY, INC.|GRETCHEN REHM AGENCY|GOLDEN APPLE INSURANCE AND FINANCIAL SERVICES|GOLD STAR RETIREMENT AND INSURANCE|GEORGE C. PRY INSURANCE & FINANCIAL SERVICES INC. WEST|GEORGE C PRY INSURANCE AND FINANCIAL SERVICES, INC.|GEORGE C PRY INSURANCE AND FINANCIAL SERVICES, INC WEST|GCE WEALTH MANAGEMENT|GAC WEALTH MANAGEMENT SOULTIONS|FURLONG FINANCIAL, INC.|FROST INSURANCE|FRANCES MARION EDUCATORS INSURANCE AGENCY, LLC|FOOTHILLS FINANCIAL & INSURANCE SERVICES|FLORIDA EDUCATORS INSURANCE, LLC|FLORIDA EDUCATORS INSURANCE WEST COAST, INC.|FLORIDA EDUCATORS INSURANCE OF PINELLAS COUNTY|FLORIDA EDUCATOR INSURANCE EAST|FLORES-CHATFIELD AGENCY AND CHATFIELD, INC|FIRST EDUCATIONAL INSURANCE AND FINANCIAL SERVICES|FIRST CHOICE INSURANCE & FINANCIAL SERVICES|FINANCIAL SOLUTIONS FOR EDUCATORS|FINANCIAL FRAMEWORK, LLC|ESP FINANCIAL STRATEGIES|EDUCATOR'S CHOICE INSURANCE AGENCY, LLC|EDUCATOR INSURANCE SERVICES|EDUCATOR FOCUSED FINANCIAL SOLUTIONS & INSURANCE|EDUCATOR FOCUSED FINANCIAL SERVICES|EDUCATOR FINANCIAL SOLUTIONS, INC.|EDUCATOR FINANCIAL SERVICES, LLC|EDUCATOR BENEFITS INSURANCE SERVICES, INC.|EDUCATED FIRST SOLUTIONS|EDDIE SAMPLE FINANCIAL SERVICES AGENCY II|EDDIE SAMPLE FINANCIAL SERVICES AGENCY|DELORES MCCANN AGENCY|DELISLE INSURANCE & RETIREMENT, LLC|DELEON & ASSOCIATES FINANCIAL & INSURANCE SOLUTIONS|DAVIS AND WALLMAN FINANCIAL, LLC|DAVID STANLEY & ASSOCIATES, LLC|DAVID PECK AGENCY|CROKER & ASSOCIATES, LLC|CORNERSTONE EDUCATORS INSURANCE|COLEMAN FINANCIAL & INSURANCE SERVICES|CITRUS VALLEY INSURANCE|CHRIS GADDIS AGENCY|CHRIS BURNES AGENCY|CHIP LUM AGENCY|CHERRY CREEK EDUCATORS, INC.|CASTELLANO INSURANCE AND FINANCIAL SERVICES INC|CAPITAL INSURANCE SERVICES, INC.|CAPITAL CITY INSURANCE|BUCKEYE EDUCATOR INSURANCE, LLC|BRANDON MCGUIRE AGENCY|BOB TILLER AGENCY|BILL HARIG AGENCY|BICKETT INSURANCE AGENCY|ASTRAIOS FINANCIAL - EAST, LLC|ASTRAIOS FINANCIAL|ASHELY TURNER AGENCY|ARA FINANCIAL|APPLETREE BENEFITS|APPLE ED INSURANCE & FINANCIAL SERVICES|ALLISON ZECH AGENCY|ALAN MINGLEDORFF AGENCY|ADAMS INSURANCE|AARON RARICK AGENCY SOUTHEAST...",Approved,04/08/1983,Medium,Corporation,Maryland,05/21/1957,217-789-2500,1,288,1,6,ONE HORACE MANN PLAZA,SPRINGFIELD,IL,62715-0001,UNITED STATES,,,"HORACE MANN INVESTORS, INC.",1.0,3,2026-04-02T01:47:29.250791
6004,16608,"HORANG SECURITIES, LLC","CN ROOSEVELT, LLC|ROOSEVELT EQUITY CORPORATION|HORANG SECURITIES, LLC|HORANG ROOSEVELT ADVISORS, LLC",Approved,11/09/1971,Small,Limited Liability Company,Delaware,06/01/1971,646-884-0847,1,1,1,2,27 W 72ND ST,NEW YORK,NY,10023,UNITED STATES,,,"HORANG SECURITIES, LLC",1.0,3,2026-04-02T01:46:46.947065
4031,14715,"HORNOR, TOWNSEND & KENT, LLC","HORNOR, TOWNSEND & KENT, INC.|PENN MUTUAL EQUITY SERVICES, INC.|HORNOR, TOWNSEND & KENT, LLC",Approved,06/19/1969,Large,Limited Liability Company,Delaware,09/09/2024,(215)957-7300,1,310,1,17,161 WASHINGTON STREET,CONSHOHOCKEN,PA,19428,US,,,"HORNOR, TOWNSEND & KENT, LLC",1.0,3,2026-04-02T01:46:37.946452
156028,68762,"HOULIHAN CAPITAL, LLC","HOULIHAN CAPITAL, LLC",Approved,07/06/2011,Small,Limited Liability Company,Nevada,08/06/2010,312 450 - 8600,1,3,1,2,"200 W. MADISON STREET, SUITE 2150",CHICAGO,IL,60606,,,,"HOULIHAN CAPITAL, LLC",1.0,3,2026-04-02T01:56:09.265841
17708,35643,"HOULIHAN LOKEY CAPITAL, INC.","HLHZ CAPITAL, A CALIFORNIA LIMITED PARTNERSHIP|HOULIHAN, LOKEY, HOWARD & ZUKIN CAPITAL, INC.|HOULIHAN, LOKEY, HOWARD & ZUKIN CAPITAL|HOULIHAN LOKEY HOWARD & ZUKIN CAPITAL, L.P.|HOULIHAN LOKEY HOWARD & ZUKIN CAPITAL, INC.|HOULIHAN LOKEY CAPITAL, INC.",Approved,06/23/1986,Large,Corporation,California,01/09/1996,310 553-8871,1,14,1,2,10250 CONSTELLATION BOULEVARD,LOS ANGELES,CA,90067,UNITED STATES,,,"HOULIHAN LOKEY CAPITAL, INC.",1.0,3,2026-04-02T01:48:15.231962
25425,41597,"HOVDE GROUP, LLC","HOVDE GROUP, LLC|HOVDE SECURITIES, INC.|HOVDE SECURITIES LLC",Approved,12/24/1990,Small,Limited Liability Company,Delaware,10/11/2002,847-991-6622,1,7,2,1,1629 COLONIAL PARKWAY,INVERNESS,IL,60067,USA,,,"HOVDE GROUP, LLC",1.0,3,2026-04-02T01:48:52.432787
326512,71105,HOVEY CAPITAL PARTNERS LLC,HOVEY CAPITAL PARTNERS LLC,Approved,12/07/2023,Small,Limited Liability Company,Delaware,03/03/2021,561-879-4501,1,2,1,0,1501 YAMATO ROAD,BOCA RATON,FL,33431,UNITED STATES,,,HOVEY CAPITAL PARTNERS LLC,1.0,3,2026-04-02T02:00:30.962207
